"Plot Title: 01"
"#","Date Time, GMT+13:00","Temp, °C (LGR S/N: 10398690, SEN S/N: 10398690)","Coupler Detached (LGR S/N: 10398690)","Coupler Attached (LGR S/N: 10398690)","Host Connected (LGR S/N: 10398690)","Stopped (LGR S/N: 10398690)","End Of File (LGR S/N: 10398690)"
103,02/26/20 07:30:00 PM,16.820,,,,,
104,02/26/20 07:35:00 PM,16.820,,,,,
105,02/26/20 07:40:00 PM,16.796,,,,,
106,02/26/20 07:45:00 PM,16.796,,,,,
107,02/26/20 07:50:00 PM,16.796,,,,,
108,02/26/20 07:55:00 PM,16.773,,,,,
109,02/26/20 08:00:00 PM,16.749,,,,,
110,02/26/20 08:05:00 PM,16.701,,,,,
111,02/26/20 08:10:00 PM,16.630,,,,,
112,02/26/20 08:15:00 PM,16.582,,,,,
113,02/26/20 08:20:00 PM,16.534,,,,,
114,02/26/20 08:25:00 PM,16.487,,,,,
115,02/26/20 08:30:00 PM,16.463,,,,,
116,02/26/20 08:35:00 PM,16.392,,,,,
117,02/26/20 08:40:00 PM,16.320,,,,,
118,02/26/20 08:45:00 PM,16.296,,,,,
119,02/26/20 08:50:00 PM,16.272,,,,,
120,02/26/20 08:55:00 PM,16.225,,,,,
121,02/26/20 09:00:00 PM,16.177,,,,,
122,02/26/20 09:05:00 PM,16.129,,,,,
123,02/26/20 09:10:00 PM,16.082,,,,,
124,02/26/20 09:15:00 PM,16.082,,,,,
125,02/26/20 09:20:00 PM,16.058,,,,,
126,02/26/20 09:25:00 PM,16.034,,,,,
127,02/26/20 09:30:00 PM,16.034,,,,,
128,02/26/20 09:35:00 PM,15.963,,,,,
129,02/26/20 09:40:00 PM,15.891,,,,,
130,02/26/20 09:45:00 PM,15.843,,,,,
131,02/26/20 09:50:00 PM,15.796,,,,,
132,02/26/20 09:55:00 PM,15.724,,,,,
133,02/26/20 10:00:00 PM,15.676,,,,,
134,02/26/20 10:05:00 PM,15.652,,,,,
135,02/26/20 10:10:00 PM,15.581,,,,,
136,02/26/20 10:15:00 PM,15.557,,,,,
137,02/26/20 10:20:00 PM,15.557,,,,,
138,02/26/20 10:25:00 PM,15.461,,,,,
139,02/26/20 10:30:00 PM,15.366,,,,,
140,02/26/20 10:35:00 PM,15.294,,,,,
141,02/26/20 10:40:00 PM,15.223,,,,,
142,02/26/20 10:45:00 PM,15.199,,,,,
143,02/26/20 10:50:00 PM,15.151,,,,,
144,02/26/20 10:55:00 PM,15.127,,,,,
145,02/26/20 11:00:00 PM,15.103,,,,,
146,02/26/20 11:05:00 PM,15.031,,,,,
147,02/26/20 11:10:00 PM,15.055,,,,,
148,02/26/20 11:15:00 PM,15.008,,,,,
149,02/26/20 11:20:00 PM,14.864,,,,,
150,02/26/20 11:25:00 PM,14.768,,,,,
151,02/26/20 11:30:00 PM,14.792,,,,,
152,02/26/20 11:35:00 PM,14.768,,,,,
153,02/26/20 11:40:00 PM,14.721,,,,,
154,02/26/20 11:45:00 PM,14.673,,,,,
155,02/26/20 11:50:00 PM,14.649,,,,,
156,02/26/20 11:55:00 PM,14.649,,,,,
157,02/27/20 12:00:00 AM,14.649,,,,,
158,02/27/20 12:05:00 AM,14.553,,,,,
159,02/27/20 12:10:00 AM,14.481,,,,,
160,02/27/20 12:15:00 AM,14.505,,,,,
161,02/27/20 12:20:00 AM,14.457,,,,,
162,02/27/20 12:25:00 AM,14.361,,,,,
163,02/27/20 12:30:00 AM,14.290,,,,,
164,02/27/20 12:35:00 AM,14.266,,,,,
165,02/27/20 12:40:00 AM,14.290,,,,,
166,02/27/20 12:45:00 AM,14.266,,,,,
167,02/27/20 12:50:00 AM,14.242,,,,,
168,02/27/20 12:55:00 AM,14.266,,,,,
169,02/27/20 01:00:00 AM,14.290,,,,,
170,02/27/20 01:05:00 AM,14.361,,,,,
171,02/27/20 01:10:00 AM,14.314,,,,,
172,02/27/20 01:15:00 AM,14.242,,,,,
173,02/27/20 01:20:00 AM,14.170,,,,,
174,02/27/20 01:25:00 AM,14.074,,,,,
175,02/27/20 01:30:00 AM,14.122,,,,,
176,02/27/20 01:35:00 AM,14.170,,,,,
177,02/27/20 01:40:00 AM,14.050,,,,,
178,02/27/20 01:45:00 AM,13.978,,,,,
179,02/27/20 01:50:00 AM,13.930,,,,,
180,02/27/20 01:55:00 AM,13.954,,,,,
181,02/27/20 02:00:00 AM,13.930,,,,,
182,02/27/20 02:05:00 AM,13.834,,,,,
183,02/27/20 02:10:00 AM,13.786,,,,,
184,02/27/20 02:15:00 AM,13.810,,,,,
185,02/27/20 02:20:00 AM,13.834,,,,,
186,02/27/20 02:25:00 AM,13.810,,,,,
187,02/27/20 02:30:00 AM,13.858,,,,,
188,02/27/20 02:35:00 AM,13.882,,,,,
189,02/27/20 02:40:00 AM,13.786,,,,,
190,02/27/20 02:45:00 AM,13.762,,,,,
191,02/27/20 02:50:00 AM,13.810,,,,,
192,02/27/20 02:55:00 AM,13.810,,,,,
193,02/27/20 03:00:00 AM,13.738,,,,,
194,02/27/20 03:05:00 AM,13.690,,,,,
195,02/27/20 03:10:00 AM,13.690,,,,,
196,02/27/20 03:15:00 AM,13.642,,,,,
197,02/27/20 03:20:00 AM,13.594,,,,,
198,02/27/20 03:25:00 AM,13.522,,,,,
199,02/27/20 03:30:00 AM,13.546,,,,,
200,02/27/20 03:35:00 AM,13.522,,,,,
201,02/27/20 03:40:00 AM,13.522,,,,,
202,02/27/20 03:45:00 AM,13.570,,,,,
203,02/27/20 03:50:00 AM,13.642,,,,,
204,02/27/20 03:55:00 AM,13.594,,,,,
205,02/27/20 04:00:00 AM,13.594,,,,,
206,02/27/20 04:05:00 AM,13.497,,,,,
207,02/27/20 04:10:00 AM,13.497,,,,,
208,02/27/20 04:15:00 AM,13.546,,,,,
209,02/27/20 04:20:00 AM,13.522,,,,,
210,02/27/20 04:25:00 AM,13.449,,,,,
211,02/27/20 04:30:00 AM,13.497,,,,,
212,02/27/20 04:35:00 AM,13.570,,,,,
213,02/27/20 04:40:00 AM,13.642,,,,,
214,02/27/20 04:45:00 AM,13.594,,,,,
215,02/27/20 04:50:00 AM,13.546,,,,,
216,02/27/20 04:55:00 AM,13.522,,,,,
217,02/27/20 05:00:00 AM,13.497,,,,,
218,02/27/20 05:05:00 AM,13.497,,,,,
219,02/27/20 05:10:00 AM,13.522,,,,,
220,02/27/20 05:15:00 AM,13.546,,,,,
221,02/27/20 05:20:00 AM,13.594,,,,,
222,02/27/20 05:25:00 AM,13.642,,,,,
223,02/27/20 05:30:00 AM,13.690,,,,,
224,02/27/20 05:35:00 AM,13.714,,,,,
225,02/27/20 05:40:00 AM,13.738,,,,,
226,02/27/20 05:45:00 AM,13.762,,,,,
227,02/27/20 05:50:00 AM,13.738,,,,,
228,02/27/20 05:55:00 AM,13.690,,,,,
229,02/27/20 06:00:00 AM,13.642,,,,,
230,02/27/20 06:05:00 AM,13.642,,,,,
231,02/27/20 06:10:00 AM,13.642,,,,,
232,02/27/20 06:15:00 AM,13.666,,,,,
233,02/27/20 06:20:00 AM,13.690,,,,,
234,02/27/20 06:25:00 AM,13.690,,,,,
235,02/27/20 06:30:00 AM,13.690,,,,,
236,02/27/20 06:35:00 AM,13.666,,,,,
237,02/27/20 06:40:00 AM,13.666,,,,,
238,02/27/20 06:45:00 AM,13.690,,,,,
239,02/27/20 06:50:00 AM,13.690,,,,,
240,02/27/20 06:55:00 AM,13.714,,,,,
241,02/27/20 07:00:00 AM,13.714,,,,,
242,02/27/20 07:05:00 AM,13.714,,,,,
243,02/27/20 07:10:00 AM,13.738,,,,,
244,02/27/20 07:15:00 AM,13.762,,,,,
245,02/27/20 07:20:00 AM,13.786,,,,,
246,02/27/20 07:25:00 AM,13.786,,,,,
247,02/27/20 07:30:00 AM,13.762,,,,,
248,02/27/20 07:35:00 AM,13.762,,,,,
249,02/27/20 07:40:00 AM,13.738,,,,,
250,02/27/20 07:45:00 AM,13.738,,,,,
251,02/27/20 07:50:00 AM,13.738,,,,,
252,02/27/20 07:55:00 AM,13.714,,,,,
253,02/27/20 08:00:00 AM,13.738,,,,,
254,02/27/20 08:05:00 AM,13.786,,,,,
255,02/27/20 08:10:00 AM,13.834,,,,,
256,02/27/20 08:15:00 AM,13.858,,,,,
257,02/27/20 08:20:00 AM,13.858,,,,,
258,02/27/20 08:25:00 AM,13.882,,,,,
259,02/27/20 08:30:00 AM,13.930,,,,,
260,02/27/20 08:35:00 AM,13.930,,,,,
261,02/27/20 08:40:00 AM,13.954,,,,,
262,02/27/20 08:45:00 AM,13.954,,,,,
263,02/27/20 08:50:00 AM,13.978,,,,,
264,02/27/20 08:55:00 AM,13.978,,,,,
265,02/27/20 09:00:00 AM,14.026,,,,,
266,02/27/20 09:05:00 AM,14.074,,,,,
267,02/27/20 09:10:00 AM,14.146,,,,,
268,02/27/20 09:15:00 AM,14.218,,,,,
269,02/27/20 09:20:00 AM,14.266,,,,,
270,02/27/20 09:25:00 AM,14.314,,,,,
271,02/27/20 09:30:00 AM,14.361,,,,,
272,02/27/20 09:35:00 AM,14.433,,,,,
273,02/27/20 09:40:00 AM,14.529,,,,,
274,02/27/20 09:45:00 AM,14.649,,,,,
275,02/27/20 09:50:00 AM,14.840,,,,,
276,02/27/20 09:55:00 AM,15.175,,,,,
277,02/27/20 10:00:00 AM,18.723,,,,,
278,02/27/20 10:05:00 AM,20.269,,,,,
279,02/27/20 10:10:00 AM,20.889,,,,,
280,02/27/20 10:15:00 AM,21.581,,,,,
281,02/27/20 10:20:00 AM,23.016,,,,,
282,02/27/20 10:25:00 AM,25.914,,,,,
283,02/27/20 10:30:00 AM,26.940,,,,,
284,02/27/20 10:35:00 AM,27.505,,,,,
285,02/27/20 10:40:00 AM,28.023,,,,,
286,02/27/20 10:45:00 AM,27.235,,,,,
287,02/27/20 10:50:00 AM,25.574,,,,,
288,02/27/20 10:55:00 AM,24.557,,,,,
289,02/27/20 11:00:00 AM,23.809,,,,,
290,02/27/20 11:05:00 AM,23.328,,,,,
291,02/27/20 11:10:00 AM,23.016,,,,,
292,02/27/20 11:15:00 AM,22.848,,,,,
293,02/27/20 11:20:00 AM,22.729,,,,,
294,02/27/20 11:25:00 AM,22.609,,,,,
295,02/27/20 11:30:00 AM,22.561,,,,,
296,02/27/20 11:35:00 AM,22.489,,,,,
297,02/27/20 11:40:00 AM,22.441,,,,,
298,02/27/20 11:45:00 AM,22.417,,,,,
299,02/27/20 11:50:00 AM,22.417,,,,,
300,02/27/20 11:55:00 AM,22.441,,,,,
301,02/27/20 12:00:00 PM,22.465,,,,,
302,02/27/20 12:05:00 PM,22.561,,,,,
303,02/27/20 12:10:00 PM,22.681,,,,,
304,02/27/20 12:15:00 PM,22.800,,,,,
305,02/27/20 12:20:00 PM,22.872,,,,,
306,02/27/20 12:25:00 PM,22.944,,,,,
307,02/27/20 12:30:00 PM,22.992,,,,,
308,02/27/20 12:35:00 PM,23.040,,,,,
309,02/27/20 12:40:00 PM,23.136,,,,,
310,02/27/20 12:45:00 PM,23.184,,,,,
311,02/27/20 12:50:00 PM,23.304,,,,,
312,02/27/20 12:55:00 PM,23.737,,,,,
313,02/27/20 01:00:00 PM,23.905,,,,,
314,02/27/20 01:05:00 PM,24.074,,,,,
315,02/27/20 01:10:00 PM,24.243,,,,,
316,02/27/20 01:15:00 PM,24.388,,,,,
317,02/27/20 01:20:00 PM,24.508,,,,,
318,02/27/20 01:25:00 PM,24.605,,,,,
319,02/27/20 01:30:00 PM,24.750,,,,,
320,02/27/20 01:35:00 PM,24.895,,,,,
321,02/27/20 01:40:00 PM,25.016,,,,,
322,02/27/20 01:45:00 PM,25.137,,,,,
323,02/27/20 01:50:00 PM,25.671,,,,,
324,02/27/20 01:55:00 PM,26.646,,,,,
325,02/27/20 02:00:00 PM,27.505,,,,,
326,02/27/20 02:05:00 PM,28.419,,,,,
327,02/27/20 02:10:00 PM,29.240,,,,,
328,02/27/20 02:14:40 PM,,,Logged,,,
329,02/27/20 02:14:49 PM,,,,Logged,,
330,02/27/20 02:15:00 PM,30.041,,,,,
331,02/27/20 02:15:04 PM,,,,,Logged,Logged
