"Plot Title: 03"
"#","Date Time, GMT+13:00","Temp, °C (LGR S/N: 10398692, SEN S/N: 10398692)","Coupler Detached (LGR S/N: 10398692)","Coupler Attached (LGR S/N: 10398692)","Host Connected (LGR S/N: 10398692)","Stopped (LGR S/N: 10398692)","End Of File (LGR S/N: 10398692)"
1,02/26/20 11:00:00 AM,31.740,Logged,,,,
2,02/26/20 11:05:00 AM,31.484,,,,,
3,02/26/20 11:10:00 AM,31.459,,,,,
4,02/26/20 11:15:00 AM,31.153,,,,,
5,02/26/20 11:20:00 AM,31.026,,,,,
6,02/26/20 11:25:00 AM,27.358,,,,,
7,02/26/20 11:30:00 AM,23.713,,,,,
8,02/26/20 11:35:00 AM,21.604,,,,,
9,02/26/20 11:40:00 AM,20.365,,,,,
10,02/26/20 11:45:00 AM,19.841,,,,,
11,02/26/20 11:50:00 AM,19.436,,,,,
12,02/26/20 11:55:00 AM,19.341,,,,,
13,02/26/20 12:00:00 PM,19.294,,,,,
14,02/26/20 12:05:00 PM,19.175,,,,,
15,02/26/20 12:10:00 PM,19.222,,,,,
16,02/26/20 12:15:00 PM,19.175,,,,,
17,02/26/20 12:20:00 PM,19.555,,,,,
18,02/26/20 12:25:00 PM,19.722,,,,,
19,02/26/20 12:30:00 PM,19.888,,,,,
20,02/26/20 12:35:00 PM,20.055,,,,,
21,02/26/20 12:40:00 PM,20.031,,,,,
22,02/26/20 12:45:00 PM,19.912,,,,,
23,02/26/20 12:50:00 PM,19.912,,,,,
24,02/26/20 12:55:00 PM,19.912,,,,,
25,02/26/20 01:00:00 PM,19.793,,,,,
26,02/26/20 01:05:00 PM,19.817,,,,,
27,02/26/20 01:10:00 PM,20.079,,,,,
28,02/26/20 01:15:00 PM,20.174,,,,,
29,02/26/20 01:20:00 PM,20.222,,,,,
30,02/26/20 01:25:00 PM,20.103,,,,,
31,02/26/20 01:30:00 PM,20.079,,,,,
32,02/26/20 01:35:00 PM,20.055,,,,,
33,02/26/20 01:40:00 PM,20.031,,,,,
34,02/26/20 01:45:00 PM,19.984,,,,,
35,02/26/20 01:50:00 PM,19.936,,,,,
36,02/26/20 01:55:00 PM,19.984,,,,,
37,02/26/20 02:00:00 PM,20.007,,,,,
38,02/26/20 02:05:00 PM,19.984,,,,,
39,02/26/20 02:10:00 PM,19.888,,,,,
40,02/26/20 02:15:00 PM,19.888,,,,,
41,02/26/20 02:20:00 PM,19.888,,,,,
42,02/26/20 02:25:00 PM,19.936,,,,,
43,02/26/20 02:30:00 PM,19.936,,,,,
44,02/26/20 02:35:00 PM,20.031,,,,,
45,02/26/20 02:40:00 PM,20.031,,,,,
46,02/26/20 02:45:00 PM,19.984,,,,,
47,02/26/20 02:50:00 PM,19.888,,,,,
48,02/26/20 02:55:00 PM,19.841,,,,,
49,02/26/20 03:00:00 PM,19.793,,,,,
50,02/26/20 03:05:00 PM,19.698,,,,,
51,02/26/20 03:10:00 PM,19.627,,,,,
52,02/26/20 03:15:00 PM,19.555,,,,,
53,02/26/20 03:20:00 PM,19.508,,,,,
54,02/26/20 03:25:00 PM,19.413,,,,,
55,02/26/20 03:30:00 PM,19.294,,,,,
56,02/26/20 03:35:00 PM,19.199,,,,,
57,02/26/20 03:40:00 PM,19.103,,,,,
58,02/26/20 03:45:00 PM,19.056,,,,,
59,02/26/20 03:50:00 PM,18.961,,,,,
60,02/26/20 03:55:00 PM,18.866,,,,,
61,02/26/20 04:00:00 PM,18.747,,,,,
62,02/26/20 04:05:00 PM,18.628,,,,,
63,02/26/20 04:10:00 PM,18.533,,,,,
64,02/26/20 04:15:00 PM,18.366,,,,,
65,02/26/20 04:20:00 PM,18.271,,,,,
66,02/26/20 04:25:00 PM,18.200,,,,,
67,02/26/20 04:30:00 PM,18.247,,,,,
68,02/26/20 04:35:00 PM,18.247,,,,,
69,02/26/20 04:40:00 PM,18.200,,,,,
70,02/26/20 04:45:00 PM,18.129,,,,,
71,02/26/20 04:50:00 PM,18.057,,,,,
72,02/26/20 04:55:00 PM,17.962,,,,,
73,02/26/20 05:00:00 PM,17.891,,,,,
74,02/26/20 05:05:00 PM,17.843,,,,,
75,02/26/20 05:10:00 PM,17.748,,,,,
76,02/26/20 05:15:00 PM,17.701,,,,,
77,02/26/20 05:20:00 PM,17.629,,,,,
78,02/26/20 05:25:00 PM,17.558,,,,,
79,02/26/20 05:30:00 PM,17.510,,,,,
80,02/26/20 05:35:00 PM,17.486,,,,,
81,02/26/20 05:40:00 PM,17.486,,,,,
82,02/26/20 05:45:00 PM,17.463,,,,,
83,02/26/20 05:50:00 PM,17.463,,,,,
84,02/26/20 05:55:00 PM,17.391,,,,,
85,02/26/20 06:00:00 PM,17.391,,,,,
86,02/26/20 06:05:00 PM,17.368,,,,,
87,02/26/20 06:10:00 PM,17.344,,,,,
88,02/26/20 06:15:00 PM,17.344,,,,,
89,02/26/20 06:20:00 PM,17.391,,,,,
90,02/26/20 06:25:00 PM,17.439,,,,,
91,02/26/20 06:30:00 PM,17.486,,,,,
92,02/26/20 06:35:00 PM,17.486,,,,,
93,02/26/20 06:40:00 PM,17.486,,,,,
94,02/26/20 06:45:00 PM,17.510,,,,,
95,02/26/20 06:50:00 PM,17.510,,,,,
96,02/26/20 06:55:00 PM,17.486,,,,,
97,02/26/20 07:00:00 PM,17.439,,,,,
98,02/26/20 07:05:00 PM,17.368,,,,,
99,02/26/20 07:10:00 PM,17.320,,,,,
100,02/26/20 07:15:00 PM,17.249,,,,,
101,02/26/20 07:20:00 PM,17.153,,,,,
102,02/26/20 07:25:00 PM,17.082,,,,,
103,02/26/20 07:30:00 PM,17.011,,,,,
104,02/26/20 07:35:00 PM,16.963,,,,,
105,02/26/20 07:40:00 PM,16.892,,,,,
106,02/26/20 07:45:00 PM,16.844,,,,,
107,02/26/20 07:50:00 PM,16.796,,,,,
108,02/26/20 07:55:00 PM,16.749,,,,,
109,02/26/20 08:00:00 PM,16.701,,,,,
110,02/26/20 08:05:00 PM,16.654,,,,,
111,02/26/20 08:10:00 PM,16.558,,,,,
112,02/26/20 08:15:00 PM,16.534,,,,,
113,02/26/20 08:20:00 PM,16.463,,,,,
114,02/26/20 08:25:00 PM,16.392,,,,,
115,02/26/20 08:30:00 PM,16.320,,,,,
116,02/26/20 08:35:00 PM,16.249,,,,,
117,02/26/20 08:40:00 PM,16.153,,,,,
118,02/26/20 08:45:00 PM,16.058,,,,,
119,02/26/20 08:50:00 PM,15.986,,,,,
120,02/26/20 08:55:00 PM,15.843,,,,,
121,02/26/20 09:00:00 PM,15.819,,,,,
122,02/26/20 09:05:00 PM,15.796,,,,,
123,02/26/20 09:10:00 PM,15.748,,,,,
124,02/26/20 09:15:00 PM,15.557,,,,,
125,02/26/20 09:20:00 PM,15.533,,,,,
126,02/26/20 09:25:00 PM,15.533,,,,,
127,02/26/20 09:30:00 PM,15.366,,,,,
128,02/26/20 09:35:00 PM,15.318,,,,,
129,02/26/20 09:40:00 PM,15.318,,,,,
130,02/26/20 09:45:00 PM,15.079,,,,,
131,02/26/20 09:50:00 PM,14.984,,,,,
132,02/26/20 09:55:00 PM,14.960,,,,,
133,02/26/20 10:00:00 PM,14.792,,,,,
134,02/26/20 10:05:00 PM,14.697,,,,,
135,02/26/20 10:10:00 PM,14.768,,,,,
136,02/26/20 10:15:00 PM,14.721,,,,,
137,02/26/20 10:20:00 PM,14.457,,,,,
138,02/26/20 10:25:00 PM,14.314,,,,,
139,02/26/20 10:30:00 PM,14.242,,,,,
140,02/26/20 10:35:00 PM,14.194,,,,,
141,02/26/20 10:40:00 PM,14.194,,,,,
142,02/26/20 10:45:00 PM,14.074,,,,,
143,02/26/20 10:50:00 PM,14.026,,,,,
144,02/26/20 10:55:00 PM,13.978,,,,,
145,02/26/20 11:00:00 PM,13.954,,,,,
146,02/26/20 11:05:00 PM,13.978,,,,,
147,02/26/20 11:10:00 PM,13.930,,,,,
148,02/26/20 11:15:00 PM,13.834,,,,,
149,02/26/20 11:20:00 PM,13.714,,,,,
150,02/26/20 11:25:00 PM,13.594,,,,,
151,02/26/20 11:30:00 PM,13.666,,,,,
152,02/26/20 11:35:00 PM,13.714,,,,,
153,02/26/20 11:40:00 PM,13.714,,,,,
154,02/26/20 11:45:00 PM,13.666,,,,,
155,02/26/20 11:50:00 PM,13.522,,,,,
156,02/26/20 11:55:00 PM,13.425,,,,,
157,02/27/20 12:00:00 AM,13.425,,,,,
158,02/27/20 12:05:00 AM,13.425,,,,,
159,02/27/20 12:10:00 AM,13.305,,,,,
160,02/27/20 12:15:00 AM,13.257,,,,,
161,02/27/20 12:20:00 AM,13.353,,,,,
162,02/27/20 12:25:00 AM,13.449,,,,,
163,02/27/20 12:30:00 AM,13.497,,,,,
164,02/27/20 12:35:00 AM,13.329,,,,,
165,02/27/20 12:40:00 AM,13.209,,,,,
166,02/27/20 12:45:00 AM,13.064,,,,,
167,02/27/20 12:50:00 AM,12.968,,,,,
168,02/27/20 12:55:00 AM,12.896,,,,,
169,02/27/20 01:00:00 AM,12.847,,,,,
170,02/27/20 01:05:00 AM,12.992,,,,,
171,02/27/20 01:10:00 AM,12.920,,,,,
172,02/27/20 01:15:00 AM,12.847,,,,,
173,02/27/20 01:20:00 AM,12.751,,,,,
174,02/27/20 01:25:00 AM,12.678,,,,,
175,02/27/20 01:30:00 AM,12.727,,,,,
176,02/27/20 01:35:00 AM,12.847,,,,,
177,02/27/20 01:40:00 AM,12.751,,,,,
178,02/27/20 01:45:00 AM,12.678,,,,,
